,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,spin_axis,batter,pitcher,events,description,zone,stand,p_throws,home_team,away_team,type,hit_location,bb_type,plate_x,plate_z,umpire,delta_run_exp
568690,SI,20210508,97.1,-1.79,5.96,216.0,545341,650556,,ball,13.0,R,R,HOU,TOR,B,,,-1.33,2.02,Jose Navas,0.016
568691,SL,20210508,90.8,-1.95,5.98,31.0,606192,650556,strikeout,swinging_strike,14.0,R,R,HOU,TOR,S,2.0,,0.97,1.94,Jose Navas,-0.142
568692,FF,20210508,96.5,-1.91,5.98,218.0,606192,650556,,foul,13.0,R,R,HOU,TOR,S,,,-0.79,1.4,Jose Navas,-0.053
568693,FF,20210508,95.8,-1.73,6.15,209.0,606192,650556,,foul,4.0,R,R,HOU,TOR,S,,,-0.42,2.44,Jose Navas,-0.044
568694,SL,20210508,90.3,-2.27,5.96,326.0,606192,650556,,ball,13.0,R,R,HOU,TOR,B,,,-0.97,2.07,Jose Navas,0.05
568695,SL,20210508,90.1,-2.22,5.96,305.0,606192,650556,,ball,14.0,R,R,HOU,TOR,B,,,1.67,1.69,Jose Navas,0.026
568696,SL,20210508,90.5,-2.03,6.06,329.0,665489,650556,field_out,hit_into_play,4.0,R,R,HOU,TOR,X,3.0,ground_ball,-0.42,2.43,Jose Navas,-0.23
568697,SL,20210508,89.8,-1.96,6.07,122.0,665489,650556,,called_strike,5.0,R,R,HOU,TOR,S,,,0.12,2.84,Jose Navas,-0.049
568698,FF,20210508,93.2,-1.5,6.37,208.0,665489,650556,,ball,11.0,R,R,HOU,TOR,B,,,-1.31,4.31,Jose Navas,0.038
568699,FC,20210508,90.3,-1.18,5.55,148.0,649557,543022,field_out,hit_into_play,8.0,R,R,HOU,TOR,X,5.0,ground_ball,-0.16,1.78,Jose Navas,-0.085
568700,FC,20210508,89.5,-1.3,5.51,146.0,649557,543022,,foul,2.0,R,R,HOU,TOR,S,,,-0.25,3.26,Jose Navas,-0.018
568701,SI,20210508,96.5,-0.99,5.52,204.0,514888,543022,field_out,hit_into_play,8.0,R,R,HOU,TOR,X,6.0,ground_ball,-0.13,1.61,Jose Navas,-0.195
568702,SI,20210508,95.7,-0.96,5.55,207.0,514888,543022,,ball,14.0,R,R,HOU,TOR,B,,,2.01,1.01,Jose Navas,0.038
568703,FC,20210508,90.7,-1.16,5.57,146.0,514888,543022,,foul,14.0,R,R,HOU,TOR,S,,,1.14,2.04,Jose Navas,-0.032
568704,SI,20210508,94.8,-0.97,5.51,208.0,514888,543022,,ball,14.0,R,R,HOU,TOR,B,,,0.58,0.91,Jose Navas,0.026
568705,FC,20210508,88.8,-1.24,5.54,108.0,455117,543022,field_out,hit_into_play,6.0,R,R,HOU,TOR,X,7.0,fly_ball,0.42,2.57,Jose Navas,-0.216
568706,SI,20210508,95.1,-1.06,5.59,207.0,455117,543022,,foul,5.0,R,R,HOU,TOR,S,,,-0.2,2.36,Jose Navas,-0.066
568707,SI,20210508,95.3,-1.07,5.52,209.0,455117,543022,,ball,14.0,R,R,HOU,TOR,B,,,1.19,1.75,Jose Navas,0.052
568708,SI,20210508,94.0,-1.02,5.6,205.0,455117,543022,,ball,12.0,R,R,HOU,TOR,B,,,0.68,4.04,Jose Navas,0.027
568709,SI,20210508,95.8,-1.19,5.56,208.0,455117,543022,,called_strike,12.0,R,R,HOU,TOR,S,,,0.89,2.48,Jose Navas,-0.038
568710,SL,20210508,89.7,-0.54,6.59,157.0,666182,668687,field_out,hit_into_play,2.0,R,R,HOU,TOR,X,4.0,ground_ball,0.05,2.81,Jose Navas,-0.134
568711,KC,20210508,82.8,-0.37,6.65,9.0,666182,668687,,ball,14.0,R,R,HOU,TOR,B,,,0.65,0.65,Jose Navas,0.043
568712,FC,20210508,94.3,-0.09,6.74,173.0,666182,668687,,foul,12.0,R,R,HOU,TOR,S,,,0.02,3.99,Jose Navas,0.0
568713,KC,20210508,81.9,-0.19,6.77,8.0,666182,668687,,foul,6.0,R,R,HOU,TOR,S,,,0.57,2.46,Jose Navas,0.0
568714,FC,20210508,95.1,-0.27,6.66,175.0,666182,668687,,ball,12.0,R,R,HOU,TOR,B,,,1.21,4.02,Jose Navas,0.018
568715,FC,20210508,94.4,-0.36,6.61,183.0,666182,668687,,called_strike,7.0,R,R,HOU,TOR,S,,,-0.37,1.73,Jose Navas,-0.027
568716,FC,20210508,93.4,-0.46,6.71,188.0,666182,668687,,foul,4.0,R,R,HOU,TOR,S,,,-0.58,2.79,Jose Navas,-0.02
568717,FC,20210508,93.0,-0.27,6.76,174.0,666182,668687,,ball,12.0,R,R,HOU,TOR,B,,,0.79,4.59,Jose Navas,0.016
568718,KC,20210508,80.2,-0.36,6.72,15.0,543760,668687,field_out,hit_into_play,6.0,R,R,HOU,TOR,X,8.0,fly_ball,0.46,2.67,Jose Navas,-0.136
568719,KC,20210508,80.9,-0.55,6.69,14.0,543760,668687,,called_strike,9.0,R,R,HOU,TOR,S,,,0.44,1.6,Jose Navas,-0.027
568720,FC,20210508,94.2,-0.29,6.69,188.0,643376,668687,field_out,hit_into_play,5.0,R,R,HOU,TOR,X,5.0,popup,-0.25,2.37,Jose Navas,-0.23
568721,FC,20210508,92.5,-0.3,6.68,185.0,643376,668687,,called_strike,1.0,R,R,HOU,TOR,S,,,-0.65,2.93,Jose Navas,-0.049
568722,KC,20210508,78.9,-0.74,6.65,10.0,643376,668687,,ball,14.0,R,R,HOU,TOR,B,,,0.31,0.35,Jose Navas,0.038
568723,FC,20210508,88.6,-1.33,5.58,90.0,664702,543022,strikeout,called_strike,9.0,R,R,HOU,TOR,S,2.0,,0.51,1.95,Jose Navas,-0.061
568724,FC,20210508,87.6,-1.26,5.58,104.0,664702,543022,,called_strike,3.0,R,R,HOU,TOR,S,,,0.28,2.88,Jose Navas,-0.024
568725,SI,20210508,94.7,-1.29,5.53,209.0,664702,543022,,called_strike,2.0,R,R,HOU,TOR,S,,,-0.16,3.15,Jose Navas,-0.018
568726,SI,20210508,95.9,-1.27,5.52,214.0,663656,543022,field_out,hit_into_play,6.0,L,R,HOU,TOR,X,1.0,ground_ball,0.45,2.26,Jose Navas,-0.239
568727,FC,20210508,91.9,-1.31,5.55,156.0,663656,543022,,ball,14.0,L,R,HOU,TOR,B,,,1.62,0.77,Jose Navas,0.05
568728,SI,20210508,96.4,-1.16,5.58,210.0,663656,543022,,ball,13.0,L,R,HOU,TOR,B,,,-0.06,1.19,Jose Navas,0.026
568729,SI,20210508,94.8,-1.15,5.6,208.0,621043,543022,field_out,hit_into_play,1.0,R,R,HOU,TOR,X,4.0,fly_ball,-0.37,3.56,Jose Navas,-0.282
568730,FC,20210508,90.1,-1.19,5.63,149.0,621043,543022,,ball,12.0,R,R,HOU,TOR,B,,,1.08,2.72,Jose Navas,0.052
568731,SI,20210508,96.2,-1.2,5.64,210.0,621043,543022,,swinging_strike,11.0,R,R,HOU,TOR,S,,,-0.94,3.62,Jose Navas,-0.049
568732,SI,20210508,95.5,-1.25,5.61,208.0,621043,543022,,ball,14.0,R,R,HOU,TOR,B,,,1.14,2.0,Jose Navas,0.038
568733,KC,20210508,80.5,-0.68,6.61,12.0,642133,668687,field_out,hit_into_play,8.0,L,R,HOU,TOR,X,9.0,line_drive,-0.13,1.88,Jose Navas,-0.185
568734,KC,20210508,80.2,-0.64,6.6,10.0,642133,668687,,called_strike,4.0,L,R,HOU,TOR,S,,,-0.68,2.45,Jose Navas,-0.041
568735,KC,20210508,80.8,-0.53,6.67,14.0,666971,668687,field_out,hit_into_play,1.0,R,R,HOU,TOR,X,3.0,popup,-0.65,3.13,Jose Navas,-0.266
568736,FC,20210508,95.8,-0.38,6.67,173.0,666971,668687,,foul,2.0,R,R,HOU,TOR,S,,,0.16,3.33,Jose Navas,0.0
568737,FC,20210508,93.8,-0.42,6.59,177.0,666971,668687,,swinging_strike,8.0,R,R,HOU,TOR,S,,,0.23,2.08,Jose Navas,-0.096
568738,FC,20210508,94.7,-0.47,6.66,170.0,666971,668687,,called_strike,12.0,R,R,HOU,TOR,S,,,0.84,3.41,Jose Navas,-0.06
568739,KC,20210508,80.0,-0.58,6.63,9.0,666971,668687,,blocked_ball,14.0,R,R,HOU,TOR,B,,,0.85,-0.05,Jose Navas,0.07
568740,KC,20210508,79.1,-0.6,6.68,8.0,666971,668687,,ball,14.0,R,R,HOU,TOR,B,,,0.24,1.35,Jose Navas,0.046
568741,FF,20210508,93.2,-1.88,5.54,206.0,624415,664299,walk,ball,11.0,L,R,HOU,TOR,B,,,-1.3,3.09,Jose Navas,0.214
568742,FF,20210508,92.8,-1.72,5.57,201.0,624415,664299,,foul,8.0,L,R,HOU,TOR,S,,,-0.21,2.03,Jose Navas,-0.065
568743,FF,20210508,92.5,-1.62,5.72,201.0,624415,664299,,ball,11.0,L,R,HOU,TOR,B,,,-1.43,3.99,Jose Navas,0.083
568744,FF,20210508,93.5,-1.66,5.68,204.0,624415,664299,,called_strike,4.0,L,R,HOU,TOR,S,,,-0.8,2.31,Jose Navas,-0.044
568745,CH,20210508,86.5,-2.04,5.58,238.0,624415,664299,,ball,13.0,L,R,HOU,TOR,B,,,-1.77,2.4,Jose Navas,0.05
568746,KC,20210508,74.0,-1.89,5.7,48.0,624415,664299,,ball,11.0,L,R,HOU,TOR,B,,,-2.9,4.17,Jose Navas,0.026
568747,CH,20210508,85.6,-1.84,5.61,239.0,545341,664299,field_out,hit_into_play,13.0,R,R,HOU,TOR,X,4.0,ground_ball,-1.17,2.2,Jose Navas,-0.23
568748,FF,20210508,92.6,-1.62,5.58,206.0,545341,664299,,foul,11.0,R,R,HOU,TOR,S,,,-0.92,2.66,Jose Navas,-0.049
568749,FF,20210508,92.8,-1.64,5.73,204.0,545341,664299,,ball,12.0,R,R,HOU,TOR,B,,,0.99,4.09,Jose Navas,0.038
568750,CH,20210508,86.7,1.88,5.72,105.0,493329,571927,force_out,hit_into_play,8.0,R,L,HOU,TOR,X,5.0,ground_ball,0.17,1.56,Jose Navas,-0.587
568751,SI,20210508,96.2,1.82,5.78,126.0,493329,571927,,ball,13.0,R,L,HOU,TOR,B,,,-0.8,0.98,Jose Navas,0.089
568752,SL,20210508,90.9,1.85,5.81,138.0,493329,571927,,ball,13.0,R,L,HOU,TOR,B,,,-2.57,1.31,Jose Navas,0.057
568753,CU,20210508,76.6,1.59,5.74,319.0,670541,571927,single,hit_into_play,8.0,L,L,HOU,TOR,X,8.0,fly_ball,-0.15,1.86,Jose Navas,0.949
568754,SI,20210508,95.2,1.8,5.73,127.0,670541,571927,,foul,13.0,L,L,HOU,TOR,S,,,-0.89,1.65,Jose Navas,-0.134
568755,CH,20210508,87.4,1.89,5.65,103.0,670541,571927,,ball,13.0,L,L,HOU,TOR,B,,,-0.56,0.95,Jose Navas,0.096
568756,SI,20210508,95.6,1.89,5.76,127.0,670541,571927,,called_strike,1.0,L,L,HOU,TOR,S,,,-0.7,3.24,Jose Navas,-0.078
568757,SI,20210508,95.6,1.83,5.82,124.0,670541,571927,,ball,11.0,L,L,HOU,TOR,B,,,-1.37,2.93,Jose Navas,0.057
568758,SI,20210508,95.7,1.87,5.82,127.0,608324,571927,single,hit_into_play,6.0,R,L,HOU,TOR,X,9.0,ground_ball,0.48,2.67,Jose Navas,0.309
568759,CH,20210508,86.7,2.06,5.62,99.0,608324,571927,,ball,14.0,R,L,HOU,TOR,B,,,1.51,1.44,Jose Navas,0.037
568760,SL,20210508,90.5,1.87,5.68,132.0,608324,571927,,foul,4.0,R,L,HOU,TOR,S,,,-0.77,2.14,Jose Navas,-0.059
568761,SI,20210508,95.7,1.84,5.8,129.0,608324,571927,,foul,5.0,R,L,HOU,TOR,S,,,0.09,2.53,Jose Navas,-0.048
568762,CU,20210508,77.8,1.67,5.82,321.0,608324,571927,,blocked_ball,13.0,R,L,HOU,TOR,B,,,-0.45,1.15,Jose Navas,0.036
568763,CH,20210508,84.4,1.96,5.63,96.0,649557,571927,force_out,hit_into_play,6.0,R,L,HOU,TOR,X,5.0,ground_ball,0.57,2.18,Jose Navas,-0.397
568764,CH,20210508,86.6,1.93,5.58,102.0,649557,571927,,blocked_ball,13.0,R,L,HOU,TOR,B,,,-0.2,0.25,Jose Navas,0.046
568765,CU,20210508,77.8,1.96,5.85,323.0,514888,571927,single,hit_into_play,9.0,R,L,HOU,TOR,X,7.0,line_drive,0.36,1.58,Jose Navas,0.311
568766,CH,20210508,86.8,1.83,5.72,102.0,514888,571927,,foul,13.0,R,L,HOU,TOR,S,,,-0.05,1.19,Jose Navas,-0.043
568767,SI,20210508,95.8,1.8,5.93,123.0,514888,571927,,ball,12.0,R,L,HOU,TOR,B,,,1.83,3.1,Jose Navas,0.021
568768,SL,20210508,90.1,2.02,5.78,178.0,514888,571927,,called_strike,11.0,R,L,HOU,TOR,S,,,-0.6,3.06,Jose Navas,-0.027
568769,CH,20210508,85.4,1.99,5.64,97.0,455117,571927,strikeout,swinging_strike,6.0,R,L,HOU,TOR,S,2.0,,0.55,2.69,Jose Navas,-0.317
568770,SI,20210508,95.4,1.88,5.77,123.0,455117,571927,,foul,2.0,R,L,HOU,TOR,S,,,0.19,2.94,Jose Navas,0.0
568771,SI,20210508,95.7,1.89,5.74,128.0,455117,571927,,foul,6.0,R,L,HOU,TOR,S,,,0.63,2.48,Jose Navas,0.0
568772,SI,20210508,95.8,1.9,5.88,132.0,455117,571927,,ball,11.0,R,L,HOU,TOR,B,,,-0.23,3.64,Jose Navas,0.101
568773,CU,20210508,77.3,1.85,5.86,324.0,455117,571927,,foul,5.0,R,L,HOU,TOR,S,,,0.19,2.56,Jose Navas,0.0
568774,SI,20210508,95.5,1.9,5.81,120.0,455117,571927,,swinging_strike,6.0,R,L,HOU,TOR,S,,,0.52,2.34,Jose Navas,-0.066
568775,SI,20210508,96.3,1.91,5.85,128.0,455117,571927,,called_strike,8.0,R,L,HOU,TOR,S,,,0.21,1.56,Jose Navas,-0.067
568776,CU,20210508,78.3,1.7,5.83,322.0,455117,571927,,ball,13.0,R,L,HOU,TOR,B,,,-0.61,1.09,Jose Navas,0.07
568777,SI,20210508,95.2,1.9,5.97,126.0,455117,571927,,ball,12.0,R,L,HOU,TOR,B,,,1.26,3.25,Jose Navas,0.038
568778,FF,20210508,94.2,-1.43,5.68,197.0,606192,664299,field_out,hit_into_play,5.0,R,R,HOU,TOR,X,9.0,fly_ball,-0.17,2.65,Jose Navas,-0.085
568779,FF,20210508,93.8,-1.58,5.66,203.0,606192,664299,,called_strike,13.0,R,R,HOU,TOR,S,,,-0.86,1.87,Jose Navas,-0.018
568780,FF,20210508,93.4,-1.63,5.68,198.0,665489,664299,field_out,hit_into_play,8.0,R,R,HOU,TOR,X,6.0,ground_ball,0.25,2.16,Jose Navas,-0.327
568781,SL,20210508,82.8,-1.78,5.56,105.0,665489,664299,,ball,14.0,R,R,HOU,TOR,B,,,1.87,0.23,Jose Navas,0.088
568782,FF,20210508,94.5,-1.53,5.68,203.0,665489,664299,,ball,13.0,R,R,HOU,TOR,B,,,-1.24,2.26,Jose Navas,0.05
568783,FF,20210508,94.0,-1.64,5.64,200.0,665489,664299,,ball,13.0,R,R,HOU,TOR,B,,,-0.07,0.92,Jose Navas,0.026
568784,SL,20210508,83.4,-1.66,5.56,101.0,666182,664299,strikeout,swinging_strike_blocked,14.0,R,R,HOU,TOR,S,2.0,,1.37,0.74,Jose Navas,-0.173
568785,SL,20210508,80.6,-1.81,5.54,79.0,666182,664299,,swinging_strike,14.0,R,R,HOU,TOR,S,,,1.02,1.57,Jose Navas,-0.057
568786,SL,20210508,80.5,-1.72,5.67,74.0,666182,664299,,ball,14.0,R,R,HOU,TOR,B,,,2.36,0.92,Jose Navas,0.027
568787,SL,20210508,79.9,-1.85,5.67,85.0,666182,664299,,swinging_strike,13.0,R,R,HOU,TOR,S,,,-0.06,1.04,Jose Navas,-0.038
568788,SI,20210508,95.2,1.75,5.89,126.0,664702,571927,field_out,hit_into_play,7.0,R,L,HOU,TOR,X,6.0,ground_ball,-0.59,1.87,Jose Navas,-0.317
568789,CU,20210508,77.9,1.76,5.85,318.0,663656,571927,field_out,hit_into_play,13.0,L,L,HOU,TOR,X,7.0,fly_ball,-0.56,1.45,Jose Navas,-0.316
568790,SL,20210508,87.1,1.81,5.73,197.0,663656,571927,,called_strike,13.0,L,L,HOU,TOR,S,,,-0.93,2.54,Jose Navas,-0.045
568791,SI,20210508,94.8,1.71,5.85,130.0,663656,571927,,ball,11.0,L,L,HOU,TOR,B,,,-1.05,3.37,Jose Navas,0.032
568792,CH,20210508,86.0,1.81,5.62,98.0,621043,571927,field_out,hit_into_play,8.0,R,L,HOU,TOR,X,3.0,ground_ball,0.2,2.14,Jose Navas,-0.355
568793,SL,20210508,88.3,1.8,5.78,193.0,621043,571927,,ball,12.0,R,L,HOU,TOR,B,,,0.81,4.98,Jose Navas,0.135
568794,CH,20210508,86.1,1.79,5.65,99.0,621043,571927,,ball,14.0,R,L,HOU,TOR,B,,,0.1,0.91,Jose Navas,0.029
568795,SL,20210508,88.4,1.67,5.83,158.0,621043,571927,,ball,11.0,R,L,HOU,TOR,B,,,-1.79,4.44,Jose Navas,0.028
568796,SL,20210508,89.6,1.79,5.89,154.0,621043,571927,,foul,1.0,R,L,HOU,TOR,S,,,-0.79,3.1,Jose Navas,-0.082
568797,CH,20210508,86.7,1.78,5.73,103.0,621043,571927,,called_strike,5.0,R,L,HOU,TOR,S,,,0.19,2.44,Jose Navas,-0.052
568798,CU,20210508,79.2,1.72,5.92,325.0,493329,571927,double,hit_into_play,5.0,R,L,HOU,TOR,X,7.0,line_drive,-0.19,2.51,Jose Navas,0.728
568799,SL,20210508,89.9,1.82,5.81,145.0,493329,571927,,swinging_strike,11.0,R,L,HOU,TOR,S,,,-1.64,2.54,Jose Navas,-0.052
568800,SI,20210508,96.0,1.96,5.89,129.0,493329,571927,,called_strike,9.0,R,L,HOU,TOR,S,,,0.35,2.03,Jose Navas,-0.038
568801,SL,20210508,86.2,1.75,5.8,162.0,670541,571927,home_run,hit_into_play,4.0,L,L,HOU,TOR,X,,fly_ball,-0.36,2.53,Jose Navas,1.367
568802,SI,20210508,95.0,1.99,5.85,126.0,670541,571927,,called_strike,1.0,L,L,HOU,TOR,S,,,-0.44,3.41,Jose Navas,-0.054
568803,CU,20210508,76.9,1.8,5.92,313.0,670541,571927,,ball,12.0,L,L,HOU,TOR,B,,,1.65,3.79,Jose Navas,0.054
568804,SI,20210508,95.4,1.76,5.89,126.0,608324,571927,double,hit_into_play,1.0,R,L,HOU,TOR,X,7.0,line_drive,-0.3,3.1,Jose Navas,0.664
568805,CH,20210508,86.2,1.94,5.76,101.0,608324,571927,,foul,14.0,R,L,HOU,TOR,S,,,0.91,2.43,Jose Navas,0.0
568806,SI,20210508,95.7,1.98,5.86,128.0,608324,571927,,foul,8.0,R,L,HOU,TOR,S,,,-0.03,1.95,Jose Navas,0.0
568807,CU,20210508,78.7,1.86,5.93,321.0,608324,571927,,ball,12.0,R,L,HOU,TOR,B,,,1.64,3.27,Jose Navas,0.043
568808,CH,20210508,86.0,1.91,5.82,102.0,608324,571927,,foul,5.0,R,L,HOU,TOR,S,,,0.04,2.17,Jose Navas,-0.057
568809,SL,20210508,90.3,1.87,5.89,139.0,608324,571927,,foul,7.0,R,L,HOU,TOR,S,,,-0.29,1.87,Jose Navas,-0.049
568810,CU,20210508,78.0,1.75,5.94,326.0,608324,571927,,ball,13.0,R,L,HOU,TOR,B,,,-1.18,0.62,Jose Navas,0.038
568811,SL,20210508,81.8,-1.91,5.65,76.0,543760,664299,strikeout,called_strike,6.0,R,R,HOU,TOR,S,2.0,,0.49,2.11,Jose Navas,-0.264
568812,SL,20210508,83.0,-1.78,5.58,90.0,543760,664299,,blocked_ball,14.0,R,R,HOU,TOR,B,,,2.35,-0.19,Jose Navas,0.072
568813,SL,20210508,81.6,-1.9,5.63,108.0,543760,664299,,swinging_strike,8.0,R,R,HOU,TOR,S,,,0.08,1.62,Jose Navas,-0.063
568814,KC,20210508,74.7,-1.59,5.72,37.0,543760,664299,,ball,11.0,R,R,HOU,TOR,B,,,-0.75,3.84,Jose Navas,0.041
568815,FF,20210508,94.1,-1.55,5.63,199.0,543760,664299,,ball,14.0,R,R,HOU,TOR,B,,,1.02,1.82,Jose Navas,0.029
568816,FF,20210508,92.2,-1.8,5.63,208.0,543760,664299,,foul,2.0,R,R,HOU,TOR,S,,,-0.06,3.04,Jose Navas,-0.041
568817,FF,20210508,91.9,-1.76,5.6,203.0,643376,664299,field_out,hit_into_play,2.0,R,R,HOU,TOR,X,7.0,fly_ball,-0.13,3.09,Jose Navas,-0.423
568818,SL,20210508,80.7,-1.77,5.7,96.0,643376,664299,,blocked_ball,14.0,R,R,HOU,TOR,B,,,0.76,0.37,Jose Navas,0.07
568819,FF,20210508,92.9,-1.79,5.61,203.0,643376,664299,,ball,14.0,R,R,HOU,TOR,B,,,0.92,2.33,Jose Navas,0.046
568820,FF,20210508,92.6,-1.7,5.6,202.0,642133,664299,single,hit_into_play,9.0,L,R,HOU,TOR,X,9.0,line_drive,0.35,2.08,Jose Navas,0.186
568821,KC,20210508,74.5,-1.88,5.62,40.0,642133,664299,,ball,13.0,L,R,HOU,TOR,B,,,-1.46,2.49,Jose Navas,0.05
568822,FF,20210508,93.7,-1.68,5.69,205.0,642133,664299,,ball,14.0,L,R,HOU,TOR,B,,,0.73,0.53,Jose Navas,0.026
568823,KC,20210508,74.5,-1.51,5.62,38.0,666971,664299,strikeout,swinging_strike,14.0,R,R,HOU,TOR,S,2.0,,1.52,1.1,Jose Navas,-0.151
568824,FF,20210508,92.1,-1.69,5.68,204.0,666971,664299,,foul,8.0,R,R,HOU,TOR,S,,,-0.21,2.22,Jose Navas,-0.052
568825,FF,20210508,91.3,-1.78,5.7,203.0,666971,664299,,foul,2.0,R,R,HOU,TOR,S,,,0.11,3.39,Jose Navas,-0.038
568826,SL,20210508,88.2,1.76,5.87,151.0,649557,571927,field_out,hit_into_play,1.0,R,L,HOU,TOR,X,1.0,line_drive,-0.43,2.9,Jose Navas,-0.428
568827,CU,20210508,77.1,1.76,5.95,320.0,649557,571927,,foul,8.0,R,L,HOU,TOR,S,,,0.22,2.09,Jose Navas,-0.078
568828,SL,20210508,89.9,1.84,5.86,152.0,649557,571927,,ball,13.0,R,L,HOU,TOR,B,,,-1.4,2.28,Jose Navas,0.057
568829,SI,20210508,95.0,1.8,5.97,128.0,514888,571927,single,hit_into_play,1.0,R,L,HOU,TOR,X,7.0,line_drive,-0.47,2.93,Jose Navas,0.316
568830,CH,20210508,85.2,1.97,5.86,96.0,514888,571927,,called_strike,3.0,R,L,HOU,TOR,S,,,0.34,2.62,Jose Navas,-0.041
568831,SI,20210508,94.4,1.86,5.89,121.0,455117,571927,single,hit_into_play,4.0,R,L,HOU,TOR,X,9.0,line_drive,-0.33,2.19,Jose Navas,0.091
568832,SI,20210508,95.5,1.76,5.96,127.0,455117,571927,,ball,12.0,R,L,HOU,TOR,B,,,0.34,3.95,Jose Navas,0.043
568833,CH,20210508,86.2,1.9,5.9,104.0,455117,571927,,foul,6.0,R,L,HOU,TOR,S,,,0.62,2.65,Jose Navas,0.0
568834,CU,20210508,78.4,1.74,5.86,323.0,455117,571927,,foul,7.0,R,L,HOU,TOR,S,,,-0.61,1.95,Jose Navas,0.0
568835,CU,20210508,78.9,1.7,5.89,322.0,455117,571927,,called_strike,4.0,R,L,HOU,TOR,S,,,-0.78,2.49,Jose Navas,-0.028
568836,CH,20210508,87.2,1.88,5.81,100.0,455117,571927,,ball,13.0,R,L,HOU,TOR,B,,,-0.2,1.16,Jose Navas,0.02
568837,SL,20210508,91.2,2.02,5.85,135.0,455117,571927,,called_strike,8.0,R,L,HOU,TOR,S,,,-0.24,2.1,Jose Navas,-0.02
568838,SI,20210508,94.1,1.82,5.91,123.0,455117,571927,,ball,12.0,R,L,HOU,TOR,B,,,0.91,2.88,Jose Navas,0.016
568839,SI,20210508,94.4,1.98,5.84,124.0,664702,571927,field_out,hit_into_play,1.0,R,L,HOU,TOR,X,9.0,fly_ball,-0.33,2.83,Jose Navas,-0.212
568840,SI,20210508,95.4,1.88,5.89,128.0,664702,571927,,ball,13.0,R,L,HOU,TOR,B,,,-0.26,1.36,Jose Navas,0.07
568841,SI,20210508,95.2,1.83,5.93,124.0,664702,571927,,foul,9.0,R,L,HOU,TOR,S,,,0.28,1.9,Jose Navas,-0.053
568842,CH,20210508,85.9,1.87,5.85,98.0,664702,571927,,called_strike,2.0,R,L,HOU,TOR,S,,,0.21,2.77,Jose Navas,-0.044
568843,SI,20210508,95.2,1.86,5.98,131.0,664702,571927,,ball,7.0,R,L,HOU,TOR,B,,,-0.71,1.8,Jose Navas,0.05
568844,SI,20210508,95.1,1.92,6.09,132.0,664702,571927,,ball,12.0,R,L,HOU,TOR,B,,,0.15,3.72,Jose Navas,0.026
568845,CU,20210508,77.9,1.77,5.94,326.0,663656,571927,field_out,hit_into_play,13.0,L,L,HOU,TOR,X,5.0,ground_ball,-1.02,1.84,Jose Navas,-0.203
568846,SI,20210508,93.9,1.9,5.98,131.0,663656,571927,,called_strike,1.0,L,L,HOU,TOR,S,,,-0.36,3.03,Jose Navas,-0.038
568847,FF,20210508,93.4,-1.83,5.48,208.0,624415,664299,field_out,hit_into_play,11.0,L,R,HOU,TOR,X,6.0,ground_ball,-0.84,2.79,Jose Navas,-0.319
568848,KC,20210508,76.8,-1.9,5.43,49.0,624415,664299,,blocked_ball,14.0,L,R,HOU,TOR,B,,,0.44,0.53,Jose Navas,0.061
568849,FF,20210508,93.8,-1.78,5.56,205.0,624415,664299,,foul,4.0,L,R,HOU,TOR,S,,,-0.69,2.53,Jose Navas,0.0
568850,FF,20210508,93.0,-1.7,5.56,199.0,624415,664299,,foul,11.0,L,R,HOU,TOR,S,,,-1.21,2.66,Jose Navas,0.0
568851,CH,20210508,87.7,-2.12,5.29,247.0,624415,664299,,ball,13.0,L,R,HOU,TOR,B,,,-2.09,1.91,Jose Navas,0.045
568852,CH,20210508,87.4,-1.96,5.42,239.0,624415,664299,,foul,13.0,L,R,HOU,TOR,S,,,-0.32,1.3,Jose Navas,0.0
568853,FF,20210508,92.5,-1.71,5.6,204.0,624415,664299,,called_strike,7.0,L,R,HOU,TOR,S,,,-0.55,1.98,Jose Navas,-0.076
568854,FF,20210508,92.9,-1.84,5.6,203.0,624415,664299,,ball,11.0,L,R,HOU,TOR,B,,,-0.9,3.18,Jose Navas,0.018
568855,CH,20210508,87.1,-1.88,5.46,241.0,624415,664299,,called_strike,8.0,L,R,HOU,TOR,S,,,-0.15,1.5,Jose Navas,-0.045
568856,SL,20210508,78.3,-1.78,5.57,70.0,545341,664299,double,hit_into_play,8.0,R,R,HOU,TOR,X,8.0,fly_ball,0.14,1.95,Jose Navas,1.662
568857,SL,20210508,80.9,-1.97,5.56,102.0,545341,664299,,foul,6.0,R,R,HOU,TOR,S,,,0.55,2.18,Jose Navas,-0.075
568858,SL,20210508,80.2,-1.73,5.6,86.0,606192,664299,field_out,hit_into_play,8.0,R,R,HOU,TOR,X,2.0,popup,-0.09,2.08,Jose Navas,-0.401
568859,SL,20210508,80.7,-1.86,5.62,86.0,606192,664299,,called_strike,3.0,R,R,HOU,TOR,S,,,0.7,2.94,Jose Navas,-0.072
568860,SL,20210508,81.4,-1.81,5.53,98.0,665489,664299,walk,ball,14.0,R,R,HOU,TOR,B,,,1.09,2.07,Jose Navas,0.313
568861,CH,20210508,86.4,-1.99,5.42,248.0,665489,664299,,ball,11.0,R,R,HOU,TOR,B,,,-1.39,3.76,Jose Navas,0.117
